                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 2.1877,                 1.0521,                0.81951,                 2.3377,                 1.1799,                0.80407,                0.72131,                0.29012,                0.33981,                0.15659,                  1.556,                 0.8569,                0.82265,                 1.9331,                 1.3196,                0.80084,              0.0078616,              0.0078616,              0.0078616
                     57,                 2.1752,                 1.0683,                0.81878,                 2.3353,                 1.1983,                0.80371,                0.71306,                0.28807,                0.33675,                0.15607,                 1.5495,                0.85811,                0.82207,                 1.9321,                 1.3001,                0.79971,               0.007822,               0.007822,               0.007822
                     58,                 2.1842,                 1.0537,                0.82399,                 2.3493,                 1.1834,                0.80795,                0.70269,                0.28807,                0.33686,                0.15629,                 1.5487,                0.85842,                0.82167,                 1.9354,                 1.2811,                0.79891,              0.0077824,              0.0077824,              0.0077824
                     59,                 2.1625,                 1.0353,                0.81966,                 2.3181,                 1.1677,                 0.8028,                0.71188,                0.29218,                0.33989,                0.15685,                 1.5448,                0.85919,                0.82135,                 1.9361,                 1.2628,                0.79827,              0.0077428,              0.0077428,              0.0077428
                     60,                 2.1568,                 1.0537,                0.81935,                  2.319,                 1.1933,                 0.8032,                0.70669,                0.29835,                0.33897,                0.15755,                  1.539,                0.85739,                0.82092,                  1.931,                 1.2422,                 0.7974,              0.0077032,              0.0077032,              0.0077032
                     61,                 2.1337,                 1.0442,                0.81491,                 2.3102,                  1.184,                0.79739,                0.70862,                0.30041,                0.34037,                0.15837,                 1.5296,                0.85408,                 0.8206,                 1.9242,                 1.2234,                0.79672,              0.0076636,              0.0076636,              0.0076636
                     62,                 2.1468,                 1.0313,                 0.8217,                 2.2906,                 1.1303,                0.80388,                0.71499,                0.30455,                 0.3417,                0.15866,                 1.5213,                0.84932,                0.82041,                 1.9169,                 1.2112,                0.79646,               0.007624,               0.007624,               0.007624
                     63,                  2.144,                 1.0316,                0.82486,                 2.3007,                 1.1559,                0.80593,                0.71038,                0.30281,                0.34225,                0.15856,                 1.5121,                0.84786,                0.82013,                   1.91,                 1.1969,                0.79624,              0.0075844,              0.0075844,              0.0075844
                     64,                 2.1534,                 1.0433,                0.81734,                 2.3063,                 1.1642,                0.79802,                0.71685,                0.30453,                0.34297,                0.15952,                 1.5121,                 0.8478,                0.81996,                 1.9089,                 1.1889,                0.79579,              0.0075448,              0.0075448,              0.0075448
                     65,                 2.1477,                 1.0281,                0.82249,                 2.3013,                 1.1424,                0.80466,                0.71629,                0.30658,                 0.3426,                0.16021,                  1.511,                0.84683,                0.81984,                 1.9065,                  1.184,                0.79534,              0.0075052,              0.0075052,              0.0075052
                     66,                  2.128,                 1.0298,                0.82413,                 2.2894,                 1.1371,                0.80249,                0.70878,                0.30658,                0.34283,                0.16114,                 1.5115,                0.84711,                 0.8197,                 1.9039,                 1.1829,                0.79494,              0.0074656,              0.0074656,              0.0074656
