                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 3.8331,                0.94514,                0.77934,                 3.8536,                0.95272,                0.77485,                0.71551,                0.38295,                0.38598,                0.18311,                 3.2736,                0.84723,                0.77151,                 3.3185,                0.84164,                0.77109,             0.00081084,             0.00081084,             0.00081084
                     75,                 3.7926,                0.94148,                0.78653,                   3.79,                0.94955,                0.77835,                0.71326,                0.38066,                0.38343,                 0.1831,                  3.268,                0.84454,                0.77151,                 3.3093,                0.83957,                0.77089,             0.00080593,             0.00080593,             0.00080593
                     76,                 3.8119,                0.93776,                0.78221,                  3.825,                0.94744,                0.77834,                0.72074,                0.38272,                 0.3831,                 0.1835,                 3.2616,                0.84239,                0.77148,                 3.3025,                0.83807,                0.77072,             0.00080096,             0.00080096,             0.00080096
                     77,                 3.7624,                0.92452,                0.78119,                 3.7752,                0.93749,                0.77557,                0.72012,                0.38117,                0.38498,                0.18347,                 3.2538,                 0.8398,                0.77144,                 3.2947,                0.83646,                0.77053,             0.00079595,             0.00079595,             0.00079595
                     78,                 3.7348,                0.92677,                0.78079,                 3.7545,                0.93818,                0.77636,                0.71548,                 0.3786,                0.38223,                0.18418,                 3.2507,                0.83777,                0.77143,                  3.291,                0.83542,                0.77037,              0.0007909,              0.0007909,              0.0007909
                     79,                 3.7529,                0.91324,                0.77675,                 3.7656,                0.93482,                0.77262,                0.71364,                0.37654,                0.38227,                0.18433,                  3.246,                0.83581,                0.77137,                 3.2846,                0.83441,                 0.7702,              0.0007858,              0.0007858,              0.0007858
                     80,                 3.7886,                 0.9393,                0.78626,                 3.7978,                0.95003,                0.77801,                0.71498,                0.37679,                0.38318,                0.18488,                 3.2406,                0.83386,                0.77129,                 3.2778,                0.83326,                0.77001,             0.00078065,             0.00078065,             0.00078065
                     81,                 3.7702,                0.92507,                0.78267,                 3.7883,                0.93717,                0.77895,                0.71407,                0.37512,                0.38317,                0.18521,                 3.2353,                0.83157,                0.77125,                 3.2723,                0.83175,                0.76986,             0.00077547,             0.00077547,             0.00077547
                     82,                 3.6755,                0.89897,                0.77978,                 3.6965,                 0.9096,                0.77551,                0.71294,                0.37305,                0.38088,                0.18591,                 3.2303,                 0.8293,                0.77123,                 3.2678,                0.82985,                0.76971,             0.00077023,             0.00077023,             0.00077023
                     83,                 3.7224,                 0.9123,                0.78248,                 3.7477,                0.92658,                0.77661,                0.71111,                0.37481,                0.38171,                0.18647,                  3.227,                0.82795,                0.77122,                 3.2631,                 0.8286,                0.76958,             0.00076496,             0.00076496,             0.00076496
