                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 2.0515,                 1.0101,                0.78909,                 2.0952,                 1.0838,                0.77595,                0.66255,                0.33539,                0.36125,                0.17307,                 1.6441,                0.87823,                0.77315,                 1.7087,                0.89959,                0.76983,             0.00090909,             0.00090909,             0.00090909
                     52,                 2.0727,                 1.0161,                0.78366,                 2.1109,                 1.0924,                 0.7725,                0.67523,                0.33539,                0.36252,                0.17475,                 1.6346,                0.88579,                0.77293,                 1.6998,                0.90851,                0.76936,             0.00090546,             0.00090546,             0.00090546
                     53,                 2.0384,                0.99241,                0.78417,                 2.0854,                 1.0689,                0.77178,                0.66976,                0.33385,                0.36291,                0.17469,                 1.6319,                0.88698,                0.77308,                 1.6973,                0.91202,                0.76926,             0.00090178,             0.00090178,             0.00090178
                     54,                 2.0617,                 1.0009,                0.79515,                 2.0974,                 1.0616,                0.77987,                0.69027,                0.33128,                0.36371,                0.17476,                 1.6351,                0.88796,                0.77349,                 1.7018,                0.91697,                0.76912,             0.00089803,             0.00089803,             0.00089803
                     55,                 2.0371,                0.99087,                  0.786,                 2.0793,                 1.0641,                 0.7735,                0.67797,                0.33355,                0.36474,                 0.1755,                 1.6357,                0.88817,                0.77378,                 1.6987,                0.91728,                0.76883,             0.00089421,             0.00089421,             0.00089421
                     56,                 1.9928,                0.98242,                0.78155,                 2.0403,                 1.0526,                0.77076,                0.68384,                0.33539,                0.36653,                0.17754,                 1.6371,                0.88588,                0.77381,                  1.696,                0.91378,                 0.7686,             0.00089034,             0.00089034,             0.00089034
                     57,                 2.0182,                0.98746,                0.78184,                 2.0647,                 1.0613,                0.77068,                0.64411,                0.34362,                0.36695,                0.17664,                 1.6352,                 0.8851,                0.77369,                 1.6932,                0.91402,                0.76813,              0.0008864,              0.0008864,              0.0008864
                     58,                 2.0119,                0.97976,                0.78391,                  2.057,                 1.0473,                0.77218,                0.63902,                0.34362,                0.36815,                0.17685,                 1.6349,                0.88091,                0.77388,                 1.6913,                0.91077,                0.76781,             0.00088241,             0.00088241,             0.00088241
                     59,                  1.995,                0.96816,                0.78264,                 2.0382,                   1.03,                0.77191,                0.64196,                0.34362,                0.36825,                 0.1762,                 1.6365,                0.87924,                0.77395,                 1.6914,                0.90712,                0.76767,             0.00087835,             0.00087835,             0.00087835
                     60,                 1.9813,                0.97958,                0.78282,                 2.0412,                 1.0458,                0.77176,                 0.6456,                0.34568,                0.36715,                0.17505,                  1.635,                0.87676,                0.77383,                 1.6899,                0.90391,                0.76752,             0.00087424,             0.00087424,             0.00087424
                     61,                 1.9545,                0.96594,                0.77423,                 2.0182,                 1.0425,                0.76527,                0.65283,                0.34568,                0.36692,                 0.1753,                 1.6344,                0.87277,                0.77394,                 1.6892,                0.89905,                0.76741,             0.00087007,             0.00087007,             0.00087007
                     62,                 1.9659,                0.95819,                0.78505,                 2.0177,                 1.0233,                0.77354,                0.65525,                0.34568,                0.36784,                0.17603,                 1.6352,                0.87001,                0.77384,                 1.6889,                0.89559,                0.76728,             0.00086584,             0.00086584,             0.00086584
                     63,                 1.9741,                0.95822,                0.78389,                 2.0236,                  1.034,                0.77293,                0.65735,                0.34774,                0.36899,                0.17645,                 1.6327,                0.86728,                0.77384,                 1.6873,                0.89179,                0.76728,             0.00086155,             0.00086155,             0.00086155
                     64,                 1.9678,                0.96501,                0.77709,                 2.0229,                 1.0442,                 0.7656,                0.66198,                0.34655,                0.36963,                0.17778,                 1.6278,                0.86507,                0.77372,                 1.6832,                0.88922,                0.76723,             0.00085721,             0.00085721,             0.00085721
                     65,                 1.9685,                0.95983,                0.78391,                 2.0198,                 1.0261,                0.77311,                0.66179,                0.34774,                0.37044,                0.17829,                 1.6225,                0.86178,                0.77358,                 1.6794,                0.88535,                0.76724,             0.00085281,             0.00085281,             0.00085281
                     66,                  1.943,                0.95418,                0.78336,                 1.9948,                 1.0209,                0.77061,                0.66433,                0.34614,                0.37164,                0.17846,                 1.6157,                0.85807,                0.77326,                 1.6738,                0.88186,                0.76715,             0.00084836,             0.00084836,             0.00084836
                     67,                 1.9365,                0.94397,                0.78398,                 1.9895,                 1.0084,                0.77202,                0.66546,                0.34568,                0.37157,                0.17862,                 1.6129,                0.85477,                0.77294,                  1.671,                0.87833,                0.76718,             0.00084385,             0.00084385,             0.00084385
                     68,                 1.9274,                0.96069,                0.78486,                 1.9882,                 1.0352,                0.77151,                0.67098,                0.34568,                0.37169,                0.17903,                 1.6087,                0.85166,                0.77287,                 1.6668,                0.87507,                0.76714,             0.00083929,             0.00083929,             0.00083929
                     69,                 1.9552,                0.95396,                0.78615,                 2.0053,                  1.025,                0.77155,                0.67894,                0.34568,                0.37206,                0.17968,                 1.6084,                0.84937,                0.77278,                 1.6644,                0.87229,                0.76704,             0.00083468,             0.00083468,             0.00083468
                     70,                 1.9511,                0.94375,                0.78372,                 2.0011,                   1.01,                0.77043,                0.67731,                0.34568,                0.37261,                0.17995,                 1.6049,                0.84762,                0.77265,                 1.6605,                0.87014,                0.76682,             0.00083001,             0.00083001,             0.00083001
                     71,                 1.9012,                0.91869,                0.78635,                 1.9547,                 0.9834,                0.77421,                 0.6902,                0.34568,                0.37317,                0.18057,                 1.6016,                0.84588,                0.77262,                 1.6573,                0.86816,                0.76669,             0.00082529,             0.00082529,             0.00082529
                     72,                 1.9244,                0.93132,                0.78391,                 1.9841,                0.99868,                0.77103,                0.69983,                0.34568,                0.37216,                 0.1817,                 1.5987,                0.84498,                0.77255,                 1.6545,                0.86605,                0.76659,             0.00082052,             0.00082052,             0.00082052
                     73,                 1.9458,                0.93677,                0.78675,                 1.9956,                 1.0103,                0.77333,                0.70469,                0.34568,                0.37195,                0.18181,                 1.5964,                0.84277,                0.77236,                 1.6519,                0.86314,                0.76648,             0.00081571,             0.00081571,             0.00081571
                     74,                 1.9155,                0.92466,                0.77733,                 1.9697,                0.99118,                0.76775,                0.69542,                0.34362,                0.37172,                 0.1824,                 1.5939,                0.83958,                0.77234,                 1.6481,                0.85933,                 0.7664,             0.00081084,             0.00081084,             0.00081084
                     75,                 1.8974,                 0.9191,                0.78288,                 1.9566,                 0.9929,                0.77014,                0.69461,                0.34362,                0.37142,                 0.1826,                 1.5911,                0.83688,                0.77216,                 1.6457,                0.85646,                 0.7663,             0.00080593,             0.00080593,             0.00080593
