                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 4.2746,                  1.103,                0.79798,                 4.2881,                 1.1039,                0.79064,                0.71858,                0.36252,                0.37086,                0.15638,                 3.6705,                0.91488,                0.78305,                 3.7559,                0.92339,                0.78087,             0.00093264,             0.00093264,             0.00093264
                     45,                 4.2616,                 1.0837,                0.78778,                 4.2574,                 1.0818,                0.78344,                0.68298,                0.35597,                0.35997,                0.15332,                 3.6433,                0.92114,                0.78311,                 3.7326,                0.93329,                0.78079,             0.00092948,             0.00092948,             0.00092948
                     46,                 4.2604,                 1.1066,                0.79703,                 4.2478,                 1.1166,                0.79013,                0.69873,                 0.3642,                0.36566,                0.15547,                 3.6566,                0.92228,                0.78211,                 3.7491,                0.93807,                0.78053,             0.00092624,             0.00092624,             0.00092624
                     47,                 4.2729,                 1.0756,                0.79111,                 4.2647,                 1.0864,                0.78781,                0.69566,                0.36215,                 0.3596,                0.15658,                 3.6005,                0.91528,                0.78091,                 3.7182,                0.93395,                0.78053,             0.00092294,             0.00092294,             0.00092294
                     48,                   4.19,                 1.0886,                0.79371,                 4.2123,                 1.0952,                0.78794,                0.69272,                0.36214,                0.35839,                0.15785,                 3.5986,                0.91223,                0.78143,                 3.7203,                0.93273,                 0.7804,             0.00091958,             0.00091958,             0.00091958
                     49,                 4.1889,                 1.0609,                0.79235,                 4.1915,                 1.0611,                 0.7885,                0.69058,                0.36831,                 0.3672,                0.15957,                 3.5966,                0.90374,                0.78241,                 3.6968,                0.92738,                 0.7806,             0.00091614,             0.00091614,             0.00091614
                     50,                 4.1945,                 1.0675,                0.78883,                  4.204,                 1.0817,                0.78475,                0.68361,                0.37345,                0.36923,                0.16125,                 3.5864,                0.89742,                0.78286,                 3.6699,                0.91961,                0.77979,             0.00091265,             0.00091265,             0.00091265
                     51,                 4.1278,                 1.0595,                0.79419,                  4.145,                 1.0691,                0.78902,                 0.6743,                0.37061,                0.36823,                 0.1633,                 3.5734,                0.88613,                0.78248,                 3.6472,                0.90832,                0.78021,             0.00090909,             0.00090909,             0.00090909
                     52,                 4.1651,                 1.0646,                0.78759,                 4.1815,                 1.0795,                0.78316,                0.68429,                0.37654,                0.37089,                0.16596,                  3.526,                0.87888,                0.78158,                 3.6037,                0.89958,                0.78022,             0.00090546,             0.00090546,             0.00090546
                     53,                  4.124,                 1.0374,                 0.7877,                 4.1373,                 1.0467,                0.78352,                0.68309,                0.37255,                0.37129,                0.16638,                 3.4856,                0.86598,                0.78138,                 3.5591,                0.89191,                0.78006,             0.00090178,             0.00090178,             0.00090178
                     54,                 4.1171,                 1.0522,                0.80063,                 4.1095,                 1.0492,                0.79102,                0.69798,                0.37654,                 0.3749,                 0.1674,                 3.4706,                0.86307,                0.78085,                 3.5386,                0.88032,                0.77872,             0.00089803,             0.00089803,             0.00089803
                     55,                  4.098,                 1.0268,                0.78974,                  4.115,                 1.0364,                0.78581,                0.69532,                0.37097,                0.37291,                0.16924,                 3.4761,                0.85991,                0.78107,                 3.5418,                0.87863,                0.77807,             0.00089421,             0.00089421,             0.00089421
                     56,                 4.0292,                  1.021,                0.78489,                 4.0484,                 1.0328,                0.78151,                0.69306,                0.37654,                0.37163,                0.17041,                 3.4812,                0.85895,                0.78179,                 3.5486,                 0.8777,                0.77802,             0.00089034,             0.00089034,             0.00089034
                     57,                 4.0441,                  1.029,                 0.7841,                 4.0547,                 1.0432,                0.78027,                0.70593,                0.37243,                 0.3699,                0.17026,                 3.4787,                0.86244,                0.78227,                 3.5457,                0.88046,                0.77794,              0.0008864,              0.0008864,              0.0008864
                     58,                   4.06,                 1.0173,                0.78681,                  4.074,                 1.0328,                0.78386,                0.70726,                0.36831,                0.37005,                0.17232,                 3.4649,                0.86513,                0.78252,                 3.5371,                0.88336,                 0.7778,             0.00088241,             0.00088241,             0.00088241
                     59,                 3.9963,                 1.0074,                0.78675,                 4.0198,                 1.0151,                0.78395,                0.70054,                0.36626,                0.36957,                0.17385,                 3.4494,                0.86508,                0.78205,                 3.5295,                 0.8835,                0.77751,             0.00087835,             0.00087835,             0.00087835
                     60,                 3.9855,                 1.0095,                0.78821,                 4.0064,                 1.0179,                0.78217,                0.70523,                0.36921,                0.36974,                0.17427,                 3.4464,                0.86716,                 0.7823,                 3.5267,                0.88547,                 0.7774,             0.00087424,             0.00087424,             0.00087424
                     61,                 3.9394,                 1.0026,                0.77863,                  3.962,                 1.0136,                0.77641,                0.70758,                0.37341,                0.37086,                0.17619,                 3.4315,                0.86936,                0.78198,                 3.5131,                0.88694,                0.77716,             0.00087007,             0.00087007,             0.00087007
