                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 2.1231,                 1.0108,                0.81191,                 2.2982,                 1.0845,                 0.7988,                0.69717,                0.33159,                0.36074,                0.16265,                 1.5323,                0.84195,                0.82141,                 1.9015,                0.94403,                0.79744,              0.0078616,              0.0078616,              0.0078616
                     57,                 2.1145,                0.99193,                0.81267,                 2.2771,                 1.0571,                0.79586,                 0.6986,                0.32922,                0.36093,                0.16443,                 1.5285,                0.84055,                0.82072,                 1.9031,                0.95122,                0.79604,               0.007822,               0.007822,               0.007822
                     58,                 2.1122,                0.99272,                0.81557,                 2.2797,                 1.0668,                0.79855,                0.69591,                0.32716,                0.36079,                0.16442,                 1.5241,                0.83846,                0.82004,                 1.9001,                 0.9481,                0.79577,              0.0077824,              0.0077824,              0.0077824
                     59,                 2.0787,                0.97615,                 0.8146,                 2.2597,                 1.0433,                 0.7974,                0.69135,                0.32305,                   0.36,                0.16423,                 1.5202,                0.83245,                0.81913,                 1.8997,                 0.9394,                0.79586,              0.0077428,              0.0077428,              0.0077428
                     60,                 2.1188,                 1.0096,                0.81579,                 2.2867,                 1.0778,                0.79767,                0.69703,                0.32716,                0.35931,                0.16443,                  1.517,                0.83021,                0.81855,                 1.8961,                0.93786,                0.79479,              0.0077032,              0.0077032,              0.0077032
                     61,                 2.1401,                 1.0223,                0.80778,                 2.2571,                 1.0697,                0.79399,                0.69303,                0.32716,                0.36047,                0.16528,                 1.5109,                0.82823,                0.81813,                 1.8926,                0.93624,                0.79459,              0.0076636,              0.0076636,              0.0076636
                     62,                 2.1909,                 1.0218,                0.80651,                  2.241,                 1.0273,                0.79643,                  0.703,                0.32716,                 0.3598,                 0.1653,                 1.5029,                0.82863,                0.81809,                  1.885,                0.93421,                0.79436,               0.007624,               0.007624,               0.007624
                     63,                 2.1475,                0.99895,                 0.8127,                 2.2384,                 1.0326,                0.79785,                0.70381,                0.32758,                0.36038,                0.16613,                  1.501,                0.83004,                0.81829,                 1.8819,                0.93489,                0.79431,              0.0075844,              0.0075844,              0.0075844
                     64,                 2.1955,                 1.0378,                0.80409,                 2.2418,                 1.0444,                0.79212,                0.70539,                0.33008,                 0.3605,                0.16689,                 1.5074,                0.83399,                0.81842,                 1.8825,                0.93167,                0.79421,              0.0075448,              0.0075448,              0.0075448
                     65,                 2.1823,                 1.0156,                0.80302,                  2.216,                 1.0318,                0.79604,                0.70718,                0.33333,                0.35969,                0.16737,                 1.5168,                0.83975,                0.81876,                 1.8779,                0.92978,                  0.794,              0.0075052,              0.0075052,              0.0075052
                     66,                 2.1884,                 1.0054,                0.79858,                 2.1834,                 1.0139,                0.78857,                  0.719,                0.33333,                0.36066,                0.16776,                 1.5353,                0.85029,                0.81923,                 1.8784,                0.92553,                0.79449,              0.0074656,              0.0074656,              0.0074656
                     67,                 2.1768,                0.99788,                0.79721,                 2.1827,                0.99898,                0.78986,                0.72545,                0.33333,                 0.3601,                0.16738,                 1.5615,                0.86292,                0.81963,                 1.8787,                0.92399,                0.79455,               0.007426,               0.007426,               0.007426
                     68,                 2.1866,                 1.0366,                0.79868,                 2.1672,                 1.0336,                 0.7893,                0.73903,                0.33333,                0.36159,                0.16734,                 1.5932,                 0.8784,                0.81965,                 1.8776,                0.92199,                0.79463,              0.0073864,              0.0073864,              0.0073864
                     69,                 2.1709,                 1.0069,                0.79132,                 2.1702,                 1.0094,                0.78597,                0.74536,                0.33128,                0.35764,                0.16664,                 1.6259,                0.89432,                 0.8193,                 1.8793,                0.92033,                0.79473,              0.0073468,              0.0073468,              0.0073468
                     70,                 2.1818,                 1.0028,                0.79263,                  2.184,                 1.0077,                0.78656,                 0.7465,                0.32922,                0.35446,                0.16709,                 1.6581,                0.91201,                0.81844,                 1.8807,                0.91835,                0.79473,              0.0073072,              0.0073072,              0.0073072
                     71,                 2.1129,                0.97099,                0.79436,                 2.1047,                0.97266,                0.78817,                0.74012,                0.32922,                0.35442,                0.16663,                 1.6891,                0.93055,                0.81732,                 1.8797,                0.92085,                0.79441,              0.0072676,              0.0072676,              0.0072676
                     72,                 2.1373,                0.98902,                0.79244,                 2.1411,                0.98812,                0.78837,                 0.7401,                0.32812,                0.35465,                0.16686,                 1.7195,                0.94973,                0.81596,                 1.8806,                0.92008,                0.79451,               0.007228,               0.007228,               0.007228
                     73,                 2.1315,                0.99336,                0.79518,                 2.1394,                0.99927,                0.78801,                0.74201,                 0.3314,                0.35747,                0.16758,                 1.7443,                0.96651,                0.81438,                 1.8808,                0.91906,                0.79448,              0.0071884,              0.0071884,              0.0071884
                     74,                 2.1268,                0.97031,                0.78668,                  2.128,                0.97429,                0.78215,                0.74468,                0.33008,                0.35748,                0.16852,                 1.7675,                 0.9828,                0.81282,                 1.8811,                0.91885,                0.79442,              0.0071488,              0.0071488,              0.0071488
                     75,                 2.0873,                0.96928,                0.78748,                  2.085,                0.97587,                0.78356,                0.74307,                0.33333,                0.35633,                0.16834,                 1.7864,                0.99849,                0.81115,                 1.8788,                0.91714,                 0.7943,              0.0071092,              0.0071092,              0.0071092
                     76,                 2.1083,                0.96235,                0.78888,                 2.1182,                0.96317,                0.78469,                0.74711,                0.33434,                0.35935,                0.16905,                 1.8009,                  1.015,                0.80923,                 1.8742,                0.91591,                0.79399,              0.0070696,              0.0070696,              0.0070696
                     77,                 2.0989,                0.94452,                0.78824,                  2.098,                0.94862,                0.78349,                0.75082,                0.33539,                0.35987,                0.16889,                 1.8119,                 1.0316,                0.80734,                  1.871,                0.91497,                0.79373,                0.00703,                0.00703,                0.00703
                     78,                 2.0881,                0.96119,                0.78837,                 2.0943,                0.96225,                0.78479,                0.74332,                0.33368,                0.35998,                0.16926,                 1.8181,                 1.0459,                0.80539,                  1.868,                0.91438,                0.79345,              0.0069904,              0.0069904,              0.0069904
                     79,                 2.0827,                0.95087,                0.78267,                 2.0917,                0.95798,                0.77898,                0.75421,                0.33539,                0.36094,                0.17036,                 1.8199,                 1.0574,                0.80349,                 1.8658,                0.91492,                0.79319,              0.0069508,              0.0069508,              0.0069508
                     80,                 2.0889,                0.96115,                 0.7842,                 2.1069,                0.96709,                0.78233,                0.74735,                0.33539,                0.36207,                0.17022,                 1.8147,                 1.0654,                0.80168,                 1.8637,                0.91491,                0.79288,              0.0069112,              0.0069112,              0.0069112
                     81,                  2.086,                 0.9495,                0.78763,                 2.0878,                0.95071,                0.78405,                  0.747,                0.33539,                0.36234,                0.16998,                  1.806,                 1.0688,                0.80001,                 1.8597,                 0.9135,                0.79255,              0.0068716,              0.0068716,              0.0068716
                     82,                 2.0379,                0.93087,                0.78613,                 2.0599,                0.93552,                 0.7829,                 0.7531,                0.33539,                0.36543,                0.17311,                  1.795,                 1.0692,                0.79841,                  1.859,                0.90827,                 0.7925,               0.006832,               0.006832,               0.006832
                     83,                 2.0788,                0.94385,                0.78846,                 2.0844,                 0.9447,                0.78414,                0.75896,                0.33951,                 0.3691,                 0.1739,                 1.7854,                 1.0666,                0.79699,                 1.8506,                0.91261,                0.79178,              0.0067924,              0.0067924,              0.0067924
                     84,                 2.0537,                0.94455,                0.78584,                 2.0749,                0.94773,                0.78326,                 0.7586,                0.33624,                0.36839,                 0.1732,                  1.779,                 1.0611,                0.79579,                 1.8479,                0.91158,                0.79144,              0.0067528,              0.0067528,              0.0067528
                     85,                  2.065,                0.96377,                0.78477,                 2.0692,                0.97667,                 0.7797,                0.75816,                0.34188,                0.37001,                0.17288,                 1.7713,                  1.055,                0.79474,                  1.843,                0.91034,                0.79103,              0.0067132,              0.0067132,              0.0067132
                     86,                 2.0482,                0.94104,                0.78736,                 2.0549,                0.94469,                 0.7839,                0.76156,                0.34173,                0.36923,                0.17266,                 1.7644,                 1.0484,                0.79369,                 1.8369,                 0.9095,                0.79063,              0.0066736,              0.0066736,              0.0066736
                     87,                 2.0191,                0.94362,                0.78814,                 2.0286,                0.93788,                0.78441,                0.76712,                0.34568,                0.37152,                0.17416,                 1.7601,                 1.0406,                0.79278,                 1.8297,                0.90713,                0.79021,               0.006634,               0.006634,               0.006634
                     88,                 2.0646,                 0.9742,                0.79686,                 2.0584,                0.96592,                0.78727,                0.76645,                0.34437,                0.37178,                0.17481,                 1.7551,                 1.0324,                0.79189,                 1.8229,                0.90329,                0.78982,              0.0065944,              0.0065944,              0.0065944
                     89,                 2.0464,                0.94373,                0.78552,                 2.0567,                0.95212,                 0.7815,                 0.7657,                0.34362,                0.37162,                0.17562,                 1.7518,                 1.0249,                0.79105,                 1.8186,                0.89932,                0.78949,              0.0065548,              0.0065548,              0.0065548
                     90,                 2.0271,                0.95287,                0.79169,                 2.0372,                0.95415,                0.78491,                0.76288,                0.34423,                0.37178,                0.17684,                 1.7502,                 1.0179,                0.79033,                 1.8149,                0.89657,                0.78916,              0.0065152,              0.0065152,              0.0065152
                     91,                 1.9972,                0.93231,                0.79515,                 2.0106,                0.93429,                0.78642,                0.77089,                0.34774,                0.37589,                0.17798,                 1.7457,                 1.0109,                0.78963,                   1.81,                0.89466,                0.78885,              0.0064756,              0.0064756,              0.0064756
                     92,                 2.0106,                0.93292,                0.79912,                 2.0146,                0.93069,                0.79213,                0.77078,                0.34774,                0.37589,                0.17816,                 1.7437,                  1.002,                0.78906,                 1.8049,                0.89289,                 0.7886,               0.006436,               0.006436,               0.006436
                     93,                 2.0162,                0.94296,                 0.7901,                 2.0153,                0.94502,                0.78258,                0.77041,                0.34774,                0.37668,                0.17951,                 1.7411,                 0.9935,                 0.7885,                 1.7994,                0.89046,                0.78827,              0.0063964,              0.0063964,              0.0063964
                     94,                  2.006,                0.91558,                0.78857,                 2.0281,                0.91354,                0.78519,                0.77462,                0.34979,                0.37874,                0.18077,                 1.7381,                0.98454,                0.78795,                 1.7951,                0.88779,                0.78796,              0.0063568,              0.0063568,              0.0063568
                     95,                 2.0023,                0.93945,                 0.7911,                 2.0178,                0.94307,                0.78406,                0.77453,                0.34979,                0.38144,                 0.1808,                 1.7344,                0.97621,                0.78742,                 1.7898,                0.88584,                0.78762,              0.0063172,              0.0063172,              0.0063172
                     96,                 1.9942,                0.91504,                0.78594,                 2.0124,                0.91437,                0.78185,                0.76225,                0.34979,                0.38196,                0.18092,                 1.7329,                0.96727,                0.78692,                 1.7852,                0.88259,                0.78728,              0.0062776,              0.0062776,              0.0062776
                     97,                 1.9863,                 0.9189,                0.78724,                 1.9948,                0.92313,                0.78249,                0.76253,                0.35017,                0.38213,                0.18223,                 1.7297,                 0.9591,                 0.7864,                 1.7786,                0.87944,                0.78691,               0.006238,               0.006238,               0.006238
                     98,                 1.9808,                 0.9257,                0.79345,                 2.0043,                 0.9261,                0.78582,                0.76159,                0.34979,                0.38174,                0.18242,                 1.7274,                0.95034,                0.78597,                 1.7722,                0.87512,                 0.7866,              0.0061984,              0.0061984,              0.0061984
                     99,                 1.9926,                0.91834,                0.79044,                 1.9972,                0.91855,                0.78392,                0.75476,                0.34195,                0.38162,                0.18282,                 1.7241,                0.94135,                0.78558,                 1.7658,                0.87055,                0.78631,              0.0061588,              0.0061588,              0.0061588
                    100,                  1.959,                0.91432,                0.78807,                 1.9699,                0.91854,                0.78065,                0.74967,                0.33951,                 0.3825,                0.18375,                 1.7196,                0.93287,                0.78518,                 1.7597,                0.86577,                0.78603,              0.0061192,              0.0061192,              0.0061192
                    101,                 1.9727,                0.90953,                0.79483,                 1.9813,                0.91033,                0.78554,                0.74281,                0.33951,                0.38249,                0.18414,                 1.7149,                0.92547,                0.78484,                  1.753,                0.86191,                0.78588,              0.0060796,              0.0060796,              0.0060796
                    102,                 1.9705,                0.90654,                0.78787,                 1.9886,                0.90808,                0.78262,                0.73952,                0.33951,                 0.3823,                0.18576,                 1.7101,                 0.9184,                0.78447,                  1.745,                0.85775,                0.78569,                0.00604,                0.00604,                0.00604
                    103,                 2.0057,                0.91563,                0.79349,                 2.0225,                0.91475,                0.78506,                0.73651,                0.33951,                0.38009,                0.18551,                 1.7066,                0.91161,                0.78412,                 1.7376,                0.85387,                 0.7855,              0.0060004,              0.0060004,              0.0060004
                    104,                 1.9653,                 0.8939,                0.78928,                 1.9621,                0.89404,                0.78069,                0.72752,                0.33539,                0.37639,                 0.1866,                 1.7017,                0.90439,                0.78382,                 1.7302,                0.85043,                0.78528,              0.0059608,              0.0059608,              0.0059608
